"Index","LandAverageTemperature"
"Feb 1838",1.563
"Mar 1838",3.723
"Apr 1838",7.383
"May 1838",9.985
"Jun 1838",12.742
"Jul 1838",14.367
"Aug 1838",13.568
"Sep 1838",11.106
"Oct 1838",8.526
"Nov 1838",5.16
"Dec 1838",2.613
"Jan 1839",2.156
"Feb 1839",3.482
"Mar 1839",2.673
"Apr 1839",7.892
"May 1839",10.289
"Jun 1839",12.548
"Jul 1839",14.411
"Aug 1839",14.07
"Sep 1839",10.853
"Oct 1839",8.219
"Nov 1839",3.92
"Dec 1839",1.074
"Jan 1840",2.561
"Feb 1840",2.102
"Mar 1840",4.04
"Apr 1840",7.943
"May 1840",11.173
"Jun 1840",13.411
"Jul 1840",14.714
"Aug 1840",13.086
"Sep 1840",11.01
"Oct 1840",7.505
"Nov 1840",4.101
"Dec 1840",1.909
"Jan 1841",0.649
"Feb 1841",2.468
"Mar 1841",3.307
"Apr 1841",6.77
"May 1841",10.764
"Jun 1841",13.062
"Jul 1841",14.552
"Aug 1841",13.708
"Sep 1841",10.921
"Oct 1841",8.765
"Nov 1841",4.744
"Dec 1841",2.548
"Jan 1842",1.636
"Feb 1842",2.787
"Mar 1842",5.75
"Apr 1842",8.31
"May 1842",10.535
"Jun 1842",12.629
"Jul 1842",13.584
"Aug 1842",13.241
"Sep 1842",10.94
"Oct 1842",8.307
"Nov 1842",4.824
"Dec 1842",3.73
"Jan 1843",2.974
"Feb 1843",3.92
"Mar 1843",4.744
"Apr 1843",7.83
"May 1843",10.04
"Jun 1843",12.53
"Jul 1843",13.991
"Aug 1843",13.295
"Sep 1843",11.326
"Oct 1843",8.722
"Nov 1843",4.947
"Dec 1843",3.765
"Jan 1844",1.868
"Feb 1844",2.038
"Mar 1844",4.734
"Apr 1844",7.389
"May 1844",10.109
"Jun 1844",12.84
"Jul 1844",13.921
"Aug 1844",13.046
"Sep 1844",10.819
"Oct 1844",8.7
"Nov 1844",4.401
"Dec 1844",1.891
"Jan 1845",2.661
"Feb 1845",1.627
"Mar 1845",4.651
"Apr 1845",8.158
"May 1845",10.433
"Jun 1845",12.863
"Jul 1845",14.319
"Aug 1845",13.556
"Sep 1845",11.234
"Oct 1845",7.782
"Nov 1845",5.194
"Dec 1845",1.736
"Jan 1846",3.213
"Feb 1846",3.376
"Mar 1846",6.314
"Apr 1846",7.473
"May 1846",10.896
"Jun 1846",13.53
"Jul 1846",14.923
"Aug 1846",14.121
"Sep 1846",11.738
"Oct 1846",8.229
"Nov 1846",5.044
"Dec 1846",3.776
"Jan 1847",2.753
"Feb 1847",3.602
"Mar 1847",4.046
"Apr 1847",7.98
"May 1847",10.622
"Jun 1847",12.828
"Jul 1847",14.25
"Aug 1847",13.414
"Sep 1847",11.619
"Oct 1847",8.618
"Nov 1847",5.574
"Dec 1847",1.726
"Jan 1848",0.51
"Feb 1848",3.726
"Mar 1848",4.806
"Apr 1848",8.11
"May 1848",10.58
"Jun 1848",13.247
"Jul 1848",14.466
"Aug 1848",13.268
"Sep 1848",10.997
"Oct 1848",8.655
"Nov 1848",5.29
"Dec 1848",2.099
"Jan 1849",1.941
"Feb 1849",2.638
"Mar 1849",5.302
"Apr 1849",7.028
"May 1849",10.159
"Jun 1849",13
"Jul 1849",14.458
"Aug 1849",13.603
"Sep 1849",11.093
"Oct 1849",8.89
"Nov 1849",5.778
"Dec 1849",1.923
"Jan 1850",0.749
"Feb 1850",3.071
"Mar 1850",4.954
"Apr 1850",7.217
"May 1850",10.004
"Jun 1850",13.15
"Jul 1850",14.492
"Aug 1850",14.039
"Sep 1850",11.505
"Oct 1850",8.091
"Nov 1850",4.733
"Dec 1850",2.803
"Jan 1851",2.431
"Feb 1851",2.508
"Mar 1851",4.192
"Apr 1851",7.287
"May 1851",11.113
"Jun 1851",13.418
"Jul 1851",14.531
"Aug 1851",13.751
"Sep 1851",11.677
"Oct 1851",9.122
"Nov 1851",4.973
"Dec 1851",3.14
"Jan 1852",2.376
"Feb 1852",2.54
"Mar 1852",3.884
"Apr 1852",7.487
"May 1852",11.169
"Jun 1852",13.164
"Jul 1852",14.512
"Aug 1852",13.304
"Sep 1852",11.478
"Oct 1852",8.91
"Nov 1852",4.593
"Dec 1852",3.785
"Jan 1853",1.786
"Feb 1853",2.228
"Mar 1853",4.078
"Apr 1853",7.541
"May 1853",10.975
"Jun 1853",13.41
"Jul 1853",14.645
"Aug 1853",13.953
"Sep 1853",11.71
"Oct 1853",8.535
"Nov 1853",4.783
"Dec 1853",2.858
"Jan 1854",1.281
"Feb 1854",1.941
"Mar 1854",4.698
"Apr 1854",7.622
"May 1854",11.095
"Jun 1854",12.829
"Jul 1854",14.692
"Aug 1854",13.889
"Sep 1854",11.514
"Oct 1854",9.763
"Nov 1854",5.745
"Dec 1854",3.457
"Jan 1855",2.522
"Feb 1855",2.982
"Mar 1855",4.617
"Apr 1855",8.58
"May 1855",11.186
"Jun 1855",12.984
"Jul 1855",13.926
"Aug 1855",13.547
"Sep 1855",11.141
"Oct 1855",8.444
"Nov 1855",5.186
"Dec 1855",2.214
"Jan 1856",2.76
"Feb 1856",2.226
"Mar 1856",4.372
"Apr 1856",7.751
"May 1856",10.53
"Jun 1856",13.496
"Jul 1856",14.019
"Aug 1856",13.021
"Sep 1856",10.948
"Oct 1856",8.087
"Nov 1856",5.36
"Dec 1856",3.381
"Jan 1857",1.821
"Feb 1857",2.481
"Mar 1857",4.312
"Apr 1857",6.827
"May 1857",9.885
"Jun 1857",12.611
"Jul 1857",13.953
"Aug 1857",13.203
"Sep 1857",11.056
"Oct 1857",8.198
"Nov 1857",5.236
"Dec 1857",3.515
"Jan 1858",2.739
"Feb 1858",2.284
"Mar 1858",4.834
"Apr 1858",8.25
"May 1858",10.851
"Jun 1858",12.956
"Jul 1858",13.677
"Aug 1858",13.22
"Sep 1858",11.148
"Oct 1858",8.81
"Nov 1858",5.99
"Dec 1858",2.444
"Jan 1859",2.015
"Feb 1859",2.611
"Mar 1859",5.023
"Apr 1859",8.542
"May 1859",11.456
"Jun 1859",13.142
"Jul 1859",13.827
"Aug 1859",13.217
"Sep 1859",11.08
"Oct 1859",8.834
"Nov 1859",5.912
"Dec 1859",3.365
"Jan 1860",2.077
"Feb 1860",2.632
"Mar 1860",3.494
"Apr 1860",7.76
"May 1860",11.062
"Jun 1860",13.272
"Jul 1860",14.203
"Aug 1860",13.765
"Sep 1860",11.892
"Oct 1860",8.712
"Nov 1860",5.027
"Dec 1860",1.634
"Jan 1861",0.404
"Feb 1861",2.137
"Mar 1861",4.489
"Apr 1861",7.487
"May 1861",10.516
"Jun 1861",13.017
"Jul 1861",13.967
"Aug 1861",13.656
"Sep 1861",11.409
"Oct 1861",8.475
"Nov 1861",5.707
"Dec 1861",2.894
"Jan 1862",0.685
"Feb 1862",1.769
"Mar 1862",4.485
"Apr 1862",7.323
"May 1862",10.739
"Jun 1862",12.86
"Jul 1862",13.928
"Aug 1862",13.188
"Sep 1862",11.028
"Oct 1862",8.283
"Nov 1862",4.792
"Dec 1862",1.623
"Jan 1863",3.034
"Feb 1863",3.253
"Mar 1863",4.682
"Apr 1863",7.931
"May 1863",11.081
"Jun 1863",12.794
"Jul 1863",13.765
"Aug 1863",13.294
"Sep 1863",11.23
"Oct 1863",8.235
"Nov 1863",5.392
"Dec 1863",2.651
"Jan 1864",1.551
"Feb 1864",2.506
"Mar 1864",4.651
"Apr 1864",7.515
"May 1864",10.956
"Jun 1864",13.365
"Jul 1864",14.162
"Aug 1864",13.434
"Sep 1864",11.37
"Oct 1864",8.795
"Nov 1864",5.232
"Dec 1864",2.266
"Jan 1865",2.975
"Feb 1865",2.152
"Mar 1865",4.039
"Apr 1865",7.314
"May 1865",10.917
"Jun 1865",13.214
"Jul 1865",14.22
"Aug 1865",13.58
"Sep 1865",11.797
"Oct 1865",9.136
"Nov 1865",6.144
"Dec 1865",2.646
"Jan 1866",2.932
"Feb 1866",2.274
"Mar 1866",4.421
"Apr 1866",7.914
"May 1866",10.898
"Jun 1866",12.853
"Jul 1866",14.602
"Aug 1866",13.532
"Sep 1866",11.527
"Oct 1866",8.506
"Nov 1866",5.895
"Dec 1866",4.152
"Jan 1867",2.482
"Feb 1867",2.664
"Mar 1867",4.454
"Apr 1867",8.258
"May 1867",10.495
"Jun 1867",13.303
"Jul 1867",14.223
"Aug 1867",13.506
"Sep 1867",11.763
"Oct 1867",9.212
"Nov 1867",6.939
"Dec 1867",3.937
"Jan 1868",1.834
"Feb 1868",2.039
"Mar 1868",4.538
"Apr 1868",8.183
"May 1868",11.308
"Jun 1868",13.162
"Jul 1868",14.514
"Aug 1868",13.744
"Sep 1868",11.669
"Oct 1868",9.448
"Nov 1868",5.192
"Dec 1868",3.344
"Jan 1869",2.115
"Feb 1869",3.864
"Mar 1869",4.374
"Apr 1869",7.921
"May 1869",11.295
"Jun 1869",13.537
"Jul 1869",14.337
"Aug 1869",14.01
"Sep 1869",12.247
"Oct 1869",9.006
"Nov 1869",5.773
"Dec 1869",2.706
"Jan 1870",2.082
"Feb 1870",2.134
"Mar 1870",4.656
"Apr 1870",7.879
"May 1870",11.339
"Jun 1870",13.653
"Jul 1870",14.599
"Aug 1870",13.484
"Sep 1870",11.952
"Oct 1870",8.81
"Nov 1870",5.6
"Dec 1870",2.228
"Jan 1871",1.447
"Feb 1871",1.736
"Mar 1871",4.685
"Apr 1871",8.34
"May 1871",10.788
"Jun 1871",13.08
"Jul 1871",14.29
"Aug 1871",13.932
"Sep 1871",11.711
"Oct 1871",9.096
"Nov 1871",5.113
"Dec 1871",3.163
"Jan 1872",1.652
"Feb 1872",2.35
"Mar 1872",4.922
"Apr 1872",7.846
"May 1872",11.198
"Jun 1872",13.055
"Jul 1872",14.285
"Aug 1872",13.821
"Sep 1872",11.958
"Oct 1872",9.24
"Nov 1872",5.372
"Dec 1872",2.627
"Jan 1873",2.013
"Feb 1873",3.195
"Mar 1873",4.704
"Apr 1873",7.462
"May 1873",11.006
"Jun 1873",13.405
"Jul 1873",14.287
"Aug 1873",13.755
"Sep 1873",11.487
"Oct 1873",9.234
"Nov 1873",5.819
"Dec 1873",3.846
"Jan 1874",2.685
"Feb 1874",3.069
"Mar 1874",4.221
"Apr 1874",8.231
"May 1874",11.306
"Jun 1874",13.306
"Jul 1874",14.122
"Aug 1874",13.815
"Sep 1874",12.111
"Oct 1874",9.12
"Nov 1874",5.809
"Dec 1874",3.407
"Jan 1875",1.533
"Feb 1875",2.259
"Mar 1875",4.256
"Apr 1875",7.636
"May 1875",10.746
"Jun 1875",13.157
"Jul 1875",14.144
"Aug 1875",13.401
"Sep 1875",11.319
"Oct 1875",8.585
"Nov 1875",4.614
"Dec 1875",2.665
"Jan 1876",1.856
"Feb 1876",2.617
"Mar 1876",4.748
"Apr 1876",8.199
"May 1876",10.69
"Jun 1876",13.131
"Jul 1876",14.319
"Aug 1876",13.481
"Sep 1876",11.687
"Oct 1876",8.946
"Nov 1876",5.093
"Dec 1876",2.194
"Jan 1877",2.286
"Feb 1877",2.928
"Mar 1877",5.297
"Apr 1877",8.039
"May 1877",11.056
"Jun 1877",13.384
"Jul 1877",14.642
"Aug 1877",14.151
"Sep 1877",12.075
"Oct 1877",9.273
"Nov 1877",6.348
"Dec 1877",2.996
"Jan 1878",2.017
"Feb 1878",3.728
"Mar 1878",6.608
"Apr 1878",8.899
"May 1878",11.017
"Jun 1878",13.796
"Jul 1878",14.742
"Aug 1878",14.094
"Sep 1878",12.093
"Oct 1878",9.173
"Nov 1878",6.446
"Dec 1878",3.344
"Jan 1879",2.303
"Feb 1879",2.737
"Mar 1879",4.924
"Apr 1879",7.768
"May 1879",10.803
"Jun 1879",13.23
"Jul 1879",14.238
"Aug 1879",13.245
"Sep 1879",11.449
"Oct 1879",9.229
"Nov 1879",5.526
"Dec 1879",2.538
"Jan 1880",1.755
"Feb 1880",2.052
"Mar 1880",4.63
"Apr 1880",7.559
"May 1880",11.096
"Jun 1880",13.327
"Jul 1880",14.141
"Aug 1880",13.807
"Sep 1880",11.386
"Oct 1880",8.673
"Nov 1880",5.893
"Dec 1880",3.106
"Jan 1881",2.461
"Feb 1881",2.626
"Mar 1881",5.01
"Apr 1881",8.323
"May 1881",11.165
"Jun 1881",12.745
"Jul 1881",14.203
"Aug 1881",13.71
"Sep 1881",11.689
"Oct 1881",8.851
"Nov 1881",5.272
"Dec 1881",3.196
"Jan 1882",2.99
"Feb 1882",3.231
"Mar 1882",5.04
"Apr 1882",7.691
"May 1882",10.888
"Jun 1882",12.805
"Jul 1882",13.747
"Aug 1882",13.703
"Sep 1882",11.736
"Oct 1882",8.445
"Nov 1882",5.066
"Dec 1882",2.205
"Jan 1883",1.46
"Feb 1883",1.856
"Mar 1883",4.929
"Apr 1883",7.691
"May 1883",10.832
"Jun 1883",13.302
"Jul 1883",14.011
"Aug 1883",13.224
"Sep 1883",11.343
"Oct 1883",8.909
"Nov 1883",4.905
"Dec 1883",3.261
"Jan 1884",2.12
"Feb 1884",2.474
"Mar 1884",3.892
"Apr 1884",7.186
"May 1884",10.198
"Jun 1884",12.527
"Jul 1884",13.622
"Aug 1884",13.257
"Sep 1884",11.235
"Oct 1884",8.581
"Nov 1884",5.164
"Dec 1884",3.028
"Jan 1885",1.003
"Feb 1885",2.243
"Mar 1885",4.622
"Apr 1885",7.336
"May 1885",10.567
"Jun 1885",12.716
"Jul 1885",13.972
"Aug 1885",13.351
"Sep 1885",11.435
"Oct 1885",8.722
"Nov 1885",5.425
"Dec 1885",3.644
"Jan 1886",1.436
"Feb 1886",1.793
"Mar 1886",4.262
"Apr 1886",7.909
"May 1886",10.784
"Jun 1886",12.789
"Jul 1886",14.226
"Aug 1886",13.323
"Sep 1886",11.6
"Oct 1886",8.604
"Nov 1886",5.226
"Dec 1886",3.502
"Jan 1887",0.824
"Feb 1887",2.054
"Mar 1887",4.552
"Apr 1887",7.789
"May 1887",10.84
"Jun 1887",12.89
"Jul 1887",14.021
"Aug 1887",13.097
"Sep 1887",11.707
"Oct 1887",8.738
"Nov 1887",5.592
"Dec 1887",2.875
"Jan 1888",1.708
"Feb 1888",2.039
"Mar 1888",4.3
"Apr 1888",7.845
"May 1888",10.62
"Jun 1888",12.921
"Jul 1888",14.242
"Aug 1888",13.511
"Sep 1888",11.685
"Oct 1888",9.201
"Nov 1888",5.792
"Dec 1888",3.222
"Jan 1889",1.762
"Feb 1889",3.409
"Mar 1889",5.299
"Apr 1889",8.589
"May 1889",11.242
"Jun 1889",13.288
"Jul 1889",14.225
"Aug 1889",13.504
"Sep 1889",11.547
"Oct 1889",8.865
"Nov 1889",4.999
"Dec 1889",3.099
"Jan 1890",1.836
"Feb 1890",2.516
"Mar 1890",4.21
"Apr 1890",7.739
"May 1890",10.464
"Jun 1890",12.872
"Jul 1890",14.034
"Aug 1890",13.266
"Sep 1890",11.546
"Oct 1890",9.178
"Nov 1890",5.03
"Dec 1890",2.969
"Jan 1891",1.678
"Feb 1891",1.88
"Mar 1891",4.755
"Apr 1891",7.618
"May 1891",10.785
"Jun 1891",12.888
"Jul 1891",13.93
"Aug 1891",13.496
"Sep 1891",11.763
"Oct 1891",8.722
"Nov 1891",5.115
"Dec 1891",3.602
"Jan 1892",2.018
"Feb 1892",2.805
"Mar 1892",4.362
"Apr 1892",7.562
"May 1892",10.622
"Jun 1892",13.263
"Jul 1892",13.89
"Aug 1892",13.42
"Sep 1892",11.764
"Oct 1892",9.29
"Nov 1892",4.859
"Dec 1892",2.935
"Jan 1893",0.5
"Feb 1893",1.654
"Mar 1893",4.979
"Apr 1893",7.994
"May 1893",10.747
"Jun 1893",13.051
"Jul 1893",14.318
"Aug 1893",13.454
"Sep 1893",11.767
"Oct 1893",9.16
"Nov 1893",5.902
"Dec 1893",3.155
"Jan 1894",1.691
"Feb 1894",2.923
"Mar 1894",5.118
"Apr 1894",7.663
"May 1894",10.944
"Jun 1894",12.858
"Jul 1894",14.004
"Aug 1894",13.488
"Sep 1894",11.58
"Oct 1894",9.125
"Nov 1894",5.405
"Dec 1894",3.133
"Jan 1895",1.295
"Feb 1895",2
"Mar 1895",4.689
"Apr 1895",8.247
"May 1895",10.867
"Jun 1895",13.058
"Jul 1895",14.053
"Aug 1895",13.489
"Sep 1895",11.743
"Oct 1895",9.117
"Nov 1895",5.744
"Dec 1895",3.462
"Jan 1896",2.291
"Feb 1896",2.707
"Mar 1896",4.279
"Apr 1896",7.33
"May 1896",10.893
"Jun 1896",13.304
"Jul 1896",14.233
"Aug 1896",13.624
"Sep 1896",11.824
"Oct 1896",9.416
"Nov 1896",5.366
"Dec 1896",3.312
"Jan 1897",1.893
"Feb 1897",2.429
"Mar 1897",4.345
"Apr 1897",8.278
"May 1897",11.377
"Jun 1897",13.319
"Jul 1897",14.31
"Aug 1897",13.668
"Sep 1897",11.925
"Oct 1897",9.197
"Nov 1897",5.608
"Dec 1897",3.171
"Jan 1898",2.737
"Feb 1898",2.354
"Mar 1898",3.751
"Apr 1898",7.907
"May 1898",10.835
"Jun 1898",13.395
"Jul 1898",14.138
"Aug 1898",13.579
"Sep 1898",11.753
"Oct 1898",8.828
"Nov 1898",5.452
"Dec 1898",3.407
"Jan 1899",2.515
"Feb 1899",2.38
"Mar 1899",4.618
"Apr 1899",8.281
"May 1899",11.023
"Jun 1899",12.856
"Jul 1899",14.159
"Aug 1899",13.777
"Sep 1899",12.128
"Oct 1899",9.409
"Nov 1899",6.605
"Dec 1899",3.005
"Jan 1900",1.461
"Feb 1900",3.098
"Mar 1900",5.492
"Apr 1900",8.223
"May 1900",11.385
"Jun 1900",13.293
"Jul 1900",14.171
"Aug 1900",13.816
"Sep 1900",11.955
"Oct 1900",9.666
"Nov 1900",5.804
"Dec 1900",3.655
"Jan 1901",2.191
"Feb 1901",3.092
"Mar 1901",5.671
"Apr 1901",8.522
"May 1901",11.178
"Jun 1901",13.423
"Jul 1901",14.339
"Aug 1901",13.789
"Sep 1901",11.984
"Oct 1901",9.003
"Nov 1901",5.976
"Dec 1901",3.335
"Jan 1902",2.684
"Feb 1902",3.606
"Mar 1902",4.883
"Apr 1902",7.956
"May 1902",10.893
"Jun 1902",13.214
"Jul 1902",14.231
"Aug 1902",13.599
"Sep 1902",11.799
"Oct 1902",8.801
"Nov 1902",5.274
"Dec 1902",2.713
"Jan 1903",2.514
"Feb 1903",3.555
"Mar 1903",4.93
"Apr 1903",7.832
"May 1903",10.794
"Jun 1903",12.886
"Jul 1903",13.992
"Aug 1903",13.412
"Sep 1903",11.501
"Oct 1903",8.812
"Nov 1903",5.516
"Dec 1903",2.898
"Jan 1904",1.637
"Feb 1904",2.297
"Mar 1904",4.506
"Apr 1904",7.684
"May 1904",10.84
"Jun 1904",13.014
"Jul 1904",13.836
"Aug 1904",13.459
"Sep 1904",11.381
"Oct 1904",8.833
"Nov 1904",6.23
"Dec 1904",3.374
"Jan 1905",2.254
"Feb 1905",1.927
"Mar 1905",4.635
"Apr 1905",7.755
"May 1905",10.982
"Jun 1905",13.112
"Jul 1905",14.077
"Aug 1905",13.578
"Sep 1905",11.804
"Oct 1905",9.041
"Nov 1905",6.183
"Dec 1905",3.354
"Jan 1906",2.068
"Feb 1906",2.301
"Mar 1906",4.866
"Apr 1906",8.626
"May 1906",11.24
"Jun 1906",13.334
"Jul 1906",14.122
"Aug 1906",13.691
"Sep 1906",11.772
"Oct 1906",9.267
"Nov 1906",5.501
"Dec 1906",3.761
"Jan 1907",1.798
"Feb 1907",2.117
"Mar 1907",4.575
"Apr 1907",7.579
"May 1907",10.375
"Jun 1907",12.729
"Jul 1907",13.769
"Aug 1907",13.362
"Sep 1907",11.665
"Oct 1907",9.234
"Nov 1907",5.207
"Dec 1907",2.956
"Jan 1908",2.304
"Feb 1908",2.769
"Mar 1908",4.136
"Apr 1908",7.832
"May 1908",11.141
"Jun 1908",13.293
"Jul 1908",14.197
"Aug 1908",13.376
"Sep 1908",11.977
"Oct 1908",8.865
"Nov 1908",5.272
"Dec 1908",3.071
"Jan 1909",1.395
"Feb 1909",2.706
"Mar 1909",4.589
"Apr 1909",7.534
"May 1909",10.611
"Jun 1909",12.962
"Jul 1909",14.06
"Aug 1909",13.752
"Sep 1909",11.879
"Oct 1909",9.192
"Nov 1909",6.236
"Dec 1909",3.223
"Jan 1910",2.333
"Feb 1910",2.779
"Mar 1910",4.606
"Apr 1910",8.105
"May 1910",11.005
"Jun 1910",13.151
"Jul 1910",14.279
"Aug 1910",13.677
"Sep 1910",11.733
"Oct 1910",9.006
"Nov 1910",5.318
"Dec 1910",2.684
"Jan 1911",1.66
"Feb 1911",2.453
"Mar 1911",4.347
"Apr 1911",7.99
"May 1911",10.829
"Jun 1911",13.009
"Jul 1911",14.082
"Aug 1911",13.499
"Sep 1911",11.638
"Oct 1911",9.263
"Nov 1911",5.964
"Dec 1911",3.39
"Jan 1912",2.402
"Feb 1912",3.354
"Mar 1912",4.356
"Apr 1912",8.229
"May 1912",11.254
"Jun 1912",13.435
"Jul 1912",13.723
"Aug 1912",13.053
"Sep 1912",11.222
"Oct 1912",8.367
"Nov 1912",5.521
"Dec 1912",3.069
"Jan 1913",2.083
"Feb 1913",2.376
"Mar 1913",4.517
"Apr 1913",8.023
"May 1913",10.745
"Jun 1913",13.005
"Jul 1913",14.137
"Aug 1913",13.724
"Sep 1913",11.759
"Oct 1913",9.077
"Nov 1913",6.024
"Dec 1913",4.103
"Jan 1914",3.376
"Feb 1914",3.2
"Mar 1914",4.942
"Apr 1914",8.098
"May 1914",11.285
"Jun 1914",13.496
"Jul 1914",14.298
"Aug 1914",13.73
"Sep 1914",11.915
"Oct 1914",9.387
"Nov 1914",5.759
"Dec 1914",3.6
"Jan 1915",2.299
"Feb 1915",3.265
"Mar 1915",5.143
"Apr 1915",8.705
"May 1915",11.493
"Jun 1915",13.3
"Jul 1915",14.443
"Aug 1915",13.77
"Sep 1915",11.867
"Oct 1915",8.984
"Nov 1915",6.216
"Dec 1915",3.633
"Jan 1916",2.616
"Feb 1916",2.957
"Mar 1916",4.846
"Apr 1916",8.047
"May 1916",10.972
"Jun 1916",12.942
"Jul 1916",14.052
"Aug 1916",13.58
"Sep 1916",11.726
"Oct 1916",9.053
"Nov 1916",5.596
"Dec 1916",2.316
"Jan 1917",2.133
"Feb 1917",2.36
"Mar 1917",4.488
"Apr 1917",7.855
"May 1917",10.443
"Jun 1917",12.915
"Jul 1917",14.259
"Aug 1917",13.471
"Sep 1917",11.745
"Oct 1917",8.544
"Nov 1917",5.82
"Dec 1917",2.247
"Jan 1918",1.934
"Feb 1918",2.455
"Mar 1918",4.811
"Apr 1918",7.644
"May 1918",10.54
"Jun 1918",12.908
"Jul 1918",14.002
"Aug 1918",13.431
"Sep 1918",11.881
"Oct 1918",9.433
"Nov 1918",5.683
"Dec 1918",2.848
"Jan 1919",2.184
"Feb 1919",2.852
"Mar 1919",4.743
"Apr 1919",8.487
"May 1919",10.969
"Jun 1919",13.228
"Jul 1919",14.274
"Aug 1919",13.786
"Sep 1919",11.99
"Oct 1919",9.361
"Nov 1919",5.489
"Dec 1919",3.224
"Jan 1920",2.841
"Feb 1920",2.755
"Mar 1920",5.227
"Apr 1920",8.293
"May 1920",11.131
"Jun 1920",13.105
"Jul 1920",14.245
"Aug 1920",13.698
"Sep 1920",11.794
"Oct 1920",9.021
"Nov 1920",5.566
"Dec 1920",2.629
"Jan 1921",2.98
"Feb 1921",3.125
"Mar 1921",5.081
"Apr 1921",8.324
"May 1921",11.245
"Jun 1921",13.44
"Jul 1921",14.436
"Aug 1921",13.561
"Sep 1921",11.869
"Oct 1921",9.264
"Nov 1921",5.864
"Dec 1921",3.663
"Jan 1922",2.15
"Feb 1922",2.376
"Mar 1922",5.156
"Apr 1922",8.38
"May 1922",11.097
"Jun 1922",13.331
"Jul 1922",14.278
"Aug 1922",13.584
"Sep 1922",11.775
"Oct 1922",9.056
"Nov 1922",6.046
"Dec 1922",3.667
"Jan 1923",2.487
"Feb 1923",2.563
"Mar 1923",4.866
"Apr 1923",7.749
"May 1923",10.849
"Jun 1923",13.296
"Jul 1923",13.984
"Aug 1923",13.611
"Sep 1923",11.883
"Oct 1923",9.52
"Nov 1923",6.378
"Dec 1923",3.88
"Jan 1924",2.339
"Feb 1924",2.888
"Mar 1924",5.352
"Apr 1924",7.97
"May 1924",11.188
"Jun 1924",13.342
"Jul 1924",14.304
"Aug 1924",13.654
"Sep 1924",11.957
"Oct 1924",9.203
"Nov 1924",6.4
"Dec 1924",3.485
"Jan 1925",2.268
"Feb 1925",2.701
"Mar 1925",5.126
"Apr 1925",8.442
"May 1925",11.039
"Jun 1925",13.089
"Jul 1925",14.066
"Aug 1925",13.769
"Sep 1925",11.979
"Oct 1925",9.196
"Nov 1925",6.34
"Dec 1925",4.398
"Jan 1926",3.453
"Feb 1926",3.717
"Mar 1926",5.831
"Apr 1926",8.193
"May 1926",10.931
"Jun 1926",13.285
"Jul 1926",14.168
"Aug 1926",13.877
"Sep 1926",12.075
"Oct 1926",9.55
"Nov 1926",6.3
"Dec 1926",3.366
"Jan 1927",2.372
